Unnamed: 0,Species,Owner,Country_of_Origin,Farm.Name,Altitude,Region,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,CoffeeScore,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
345,Arabica,compañia colombiana agroindustrial s.a,Colombia,,1550,santander,250,70 kg,2014,"March 21st, 2014",Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,83.58,0.0,0,0.0,,0,m,1550.0,1550.0,1550.0
346,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon coffee 龍咖啡,1000 m,taichung xinshe 台中市新社區,10,30 kg,2013/2014,"December 26th, 2013",Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58,0.11,0,0.0,Green,0,m,1000.0,1000.0,1000.0
347,Arabica,racafe & cia s.c.a,Colombia,,de 1.600 a 1.950 msnm,huila,275,70 kg,2012,"August 31st, 2012",Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58,0.11,0,0.0,Green,3,m,1600.0,1950.0,1775.0
348,Arabica,alfredo bojalil,Mexico,ojo de agua,1000,Veracruz,250,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.12,0,0.0,,2,m,1000.0,1000.0,1000.0
349,Arabica,carcafe ltda ci,Colombia,,2136 msnm,cundinamarca,250,70 kg,2012,"April 2nd, 2012",Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.11,0,0.0,Green,4,m,2136.0,2136.0,2136.0
350,Arabica,nucoffee,Brazil,fazenda jericó,1100m,Sul de Minas,33,60 kg,2012,"January 23rd, 2012",Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.12,0,0.0,Blue-Green,2,m,1100.0,1100.0,1100.0
351,Arabica,carcafe ltda ci,Colombia,,1799,cundinamarca,50,70 kg,2016,"February 20th, 2017",Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5,0.0,0,0.0,Bluish-Green,5,m,1799.0,1799.0,1799.0
353,Arabica,"ceca, s.a.",Costa Rica,,1850,tarrazu,245,69 kg,2015,"June 6th, 2016",Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0.0,0,0.0,Blue-Green,0,m,1850.0,1850.0,1850.0
354,Arabica,carcafe ltda ci,Colombia,,1000,pitalito,250,70 kg,2016,"April 7th, 2016",Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5,0.0,0,0.0,Green,0,m,1000.0,1000.0,1000.0
355,Arabica,juan luis alvarado romero,Guatemala,la esperanza,4000,santa rosa,250,69 kg,2016,"March 16th, 2016",Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5,0.1,0,2.0,Bluish-Green,5,ft,1219.2,1219.2,1219.2
356,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,180,70 kg,2015,"November 19th, 2015",Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5,0.12,0,0.0,Green,4,m,1600.0,1950.0,1775.0
357,Arabica,damari absalome,Tanzania,ano family,1400m,nkure- meru,5,60 kg,2015,"November 16th, 2015",Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,0,0.0,Green,21,m,1400.0,1400.0,1400.0
358,Arabica,aulia arif syahri,Indonesia,yusrin,1500,bener meriah,200,30 kg,2015,"September 14th, 2015",Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,0.13,0,0.0,Bluish-Green,8,m,1500.0,1500.0,1500.0
359,Arabica,debesa agro industry plc,Ethiopia,,1600 on average,oromia,320,60 kg,2014,"March 31st, 2015",,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5,0.1,1,0.0,,18,m,1600.0,1600.0,1600.0
360,Arabica,federacion nacional de cafeteros,Colombia,,,huila,275,2 kg,2014,"March 12th, 2015",,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5,0.0,1,0.0,,0,m,,,
361,Arabica,exportadora de cafe condor s.a,Colombia,,1850 msnm,huila,275,70 kg,2014,"January 22nd, 2015",Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,0.11,0,0.0,Green,0,m,1850.0,1850.0,1850.0
362,Arabica,the coffee source inc.,Guatemala,several,1400 mts,atitlan,250,1 kg,2013,"December 18th, 2014",Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5,0.1,0,0.0,Green,0,m,1400.0,1400.0,1400.0
363,Arabica,compañia colombiana agroindustrial s.a,Colombia,,1650,cundinamarca,250,70 kg,2014,"August 11th, 2014",Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5,0.0,2,0.0,,0,m,1650.0,1650.0,1650.0
364,Arabica,,Honduras,los hicaques,1350,comayagua,275,1 kg,2014/2015,"April 8th, 2014",Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0.1,0,0.0,Green,3,m,1350.0,1350.0,1350.0
365,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,250,70 kg,2013,"April 26th, 2013",Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5,0.0,1,0.0,Green,1,m,1750.0,1750.0,1750.0
366,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,250,70 kg,2013,"May 24th, 2013",Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5,0.11,0,,Green,2,m,1750.0,1750.0,1750.0
367,Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lban,1170,Veracruz,10,1 kg,2012,"August 31st, 2012",Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5,0.13,0,0.0,Green,14,m,1170.0,1170.0,1170.0
368,Arabica,miguel cortes moreno,Mexico,,940,chilón,10,1 kg,2012,"August 30th, 2012",Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5,0.11,0,0.0,Green,12,m,940.0,940.0,940.0
369,Arabica,gabriel bernardo rivas ross,Mexico,la corralera,1400,Veracruz,15,1 kg,2012,"July 11th, 2012",Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5,0.12,0,0.0,Green,0,m,1400.0,1400.0,1400.0
370,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,5000,atitlan,275,69 kg,2012,"April 30th, 2012",Caturra,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5,0.1,0,0.0,Green,5,ft,1524.0,1524.0,1524.0
371,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,175,70 kg,2012,"February 9th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5,0.11,0,0.0,Green,0,m,1600.0,1950.0,1775.0
372,Arabica,felipe isaza,Guatemala,conquista / morito,4600 ft.,santa rosa,250,2 kg,2012,"February 1st, 2012",Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5,0.0,3,0.0,Green,12,ft,1402.08,1402.08,1402.08
374,Arabica,specialty coffee association of indonesia,Indonesia,pancoer angkrek,1600,bondowoso,10,60 kg,23 July 2010,"November 29th, 2010",,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5,0.0,0,0.0,,0,m,1600.0,1600.0,1600.0
375,Arabica,carcafe ltda ci,Colombia,,439,huila,300,29 kg,2017 / 2018,"November 9th, 2017",Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42,0.0,0,2.0,Green,1,m,439.0,439.0,439.0
376,Arabica,juan luis alvarado romero,Guatemala,piamonte,1700,ocotepeque,50,69 kg,2017,"August 23rd, 2017",Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.1,0,0.0,Green,3,m,1700.0,1700.0,1700.0
377,Arabica,carcafe ltda ci,Colombia,,442,huila,600,29 kg,2016,"May 10th, 2017",Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42,0.11,0,0.0,Green,2,m,442.0,442.0,442.0
378,Arabica,"ceca, s.a.",Costa Rica,gamboa,1850,tarrazu,275,69 kg,2016,"February 17th, 2017",Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,0,0.0,Blue-Green,4,m,1850.0,1850.0,1850.0
380,Arabica,bugisu cooperative union,Uganda,bulago & buginyanya,1800,eastern,20,1218 kg,2015,"July 21st, 2016",SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,0,0.0,Green,1,m,1800.0,1800.0,1800.0
381,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,1200,chiang rai,500,25 kg,2015,"June 27th, 2016",Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,0,0.0,Bluish-Green,0,m,1200.0,1200.0,1200.0
382,Arabica,consejo salvadoreño del café,El Salvador,la joya,1330,apaneca,275,69 kg,2016,"April 25th, 2016",Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,,0,m,1330.0,1330.0,1330.0
383,Arabica,carcafe ltda ci,Colombia,,442 msnm,huila,275,70 kg,2015,"April 29th, 2015",Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.12,4,0.0,Green,0,m,442.0,442.0,442.0
384,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,,grama valley,300,60 kg,2014,"January 15th, 2015",Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,0.12,0,0.0,Green,6,m,,,
385,Arabica,ngila estate ltd,Tanzania,ngila estate,1600,Karatu,39,60 kg,2014,"December 12th, 2014",Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,0,0.0,Green,4,m,1600.0,1600.0,1600.0
386,Arabica,compañia colombiana agroindustrial s.a,Colombia,,1813,huila,250,70 kg,2014/2015,"October 15th, 2014",Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0.12,0,0.0,Green,1,m,1813.0,1813.0,1813.0
387,Arabica,juan luis alvarado romero,Guatemala,el papaturro,4000 psnm,santa rosa,250,69 kg,2013,"August 21st, 2014",Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0.1,0,0.0,Green,1,ft,1219.2,1219.2,1219.2
388,Arabica,juan luis alvarado romero,Guatemala,finca medina,1500 msnm,antigua,250,69 kg,2014,"February 18th, 2014",Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,0,0.0,Green,2,m,1500.0,1500.0,1500.0
389,Arabica,juan luis alvarado romero,Guatemala,el morito,4300,santa rosa,250,69 kg,2013,"July 16th, 2013",Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,Green,0,ft,1310.64,1310.64,1310.64
390,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,13,100 lbs,2012,"January 24th, 2013",Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0.0,0,0.0,Green,2,ft,,,
391,Arabica,exportadora de cafe condor s.a,Colombia,various,1450 msnm,cundinamarca,250,70 kg,2012,"June 26th, 2012",Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,0,0.0,Green,2,m,1450.0,1450.0,1450.0
395,Arabica,grounds for health admin,Mexico,,900-1200mtr,nayarit,6,6,January Through April,"May 26th, 2010",,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8.0,83.38,0.09,2,0.0,,4,m,900.0,1200.0,1050.0
396,Arabica,exportadora de cafe condor s.a,Colombia,various,1650,huila,275,70 kg,2016,"November 8th, 2016",Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.0,0,1.0,,0,m,1650.0,1650.0,1650.0
397,Arabica,racafe & cia s.c.a,Colombia,,,guayata,130,70 kg,2016,"June 15th, 2016",Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,0.0,0,0.0,Blue-Green,0,m,,,
398,Arabica,racafe & cia s.c.a,Colombia,,,huila,275,70 kg,2016,"May 5th, 2016",Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.0,1,0.0,Green,2,m,,,
399,Arabica,ipanema coffees,Brazil,rio verde,1227,Sul de Minas,10,2 kg,2015/2016,"October 12th, 2015",Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,1,0.0,Green,5,m,1227.0,1227.0,1227.0
400,Arabica,andreas kussmaul,Mexico,ecc,1200,chiapas,275,1 kg,2014,"July 14th, 2015",Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,2,m,1200.0,1200.0,1200.0
401,Arabica,exportadora de cafe condor s.a,Colombia,various,1650 msnm,santander,275,70 kg,2015,"April 8th, 2015",Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,0,0.0,Green,1,m,1650.0,1650.0,1650.0
402,Arabica,afca,Tanzania,mondul coffee estate,1700,arusha,10,60 kg,2014,"December 12th, 2014",Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,6,m,1700.0,1700.0,1700.0
403,Arabica,j.andrade,Mexico,el pino,1100,veracruz,200,1 kg,2013,"July 15th, 2014",Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.12,0,0.0,Green,0,m,1100.0,1100.0,1100.0
404,Arabica,the coffee source inc.,Costa Rica,several,1300 msnm,san ramon,250,3 lbs,2014,"April 7th, 2014",Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,3,m,1300.0,1300.0,1300.0
405,Arabica,eileen koyanagi,United States (HI),,,kona,12,100 lbs,2014,"February 25th, 2014",Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,0.11,0,0.0,Bluish-Green,1,ft,,,
406,Arabica,eric thormaehlen,Costa Rica,several,1100-1300,central valley,250,1 kg,2013,"February 14th, 2014",Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,0,0.0,Green,3,m,1100.0,1300.0,1200.0
407,Arabica,dane loraas,Peru,,,,280,5 lbs,2013,"January 21st, 2014",,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33,0.12,0,0.0,Green,5,m,,,
408,Arabica,itiah coffee llc,Haiti,marre blanche,4200 feet,Thiotte,2,4 lbs,2012,"October 3rd, 2013",Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,0,0.0,Green,4,ft,1280.16,1280.16,1280.16
409,Arabica,carcafe ltda ci,Colombia,,1000 msnm,pitalito,250,70 kg,2013,"April 26th, 2013",Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0.11,0,0.0,Green,1,m,1000.0,1000.0,1000.0
410,Arabica,juan luis alvarado romero,Guatemala,el sacramento,4300,santa rosa,250,69 kg,2013,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,0,0.0,Green,3,ft,1310.64,1310.64,1310.64
411,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,7,100 lbs,2012,"January 24th, 2013",Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,0.1,0,0.0,Bluish-Green,4,ft,,,
412,Arabica,steven kil,Burundi,sogestal kayanza,1880,kayanza,220,60 kg,2012,"August 29th, 2012",Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0.0,0,0.0,,5,m,1880.0,1880.0,1880.0
413,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,250,70 kg,2012,"May 30th, 2012",Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0.0,0,0.0,Green,1,m,1750.0,1750.0,1750.0
416,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,corta pico,1600,sierra madre occidental,50,50 kg,2017,"March 7th, 2017",Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Blue-Green,0,m,1600.0,1600.0,1600.0
417,Arabica,troy quimby,Costa Rica,estate la patricia,1900,tarrazu,29,46 kg,2016,"January 30th, 2017",Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,0,m,1900.0,1900.0,1900.0
418,Arabica,rodrigo soto,Costa Rica,coopellanobonito,,tarrazu,275,69 kg,2015,"September 20th, 2016",,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,,0,m,,,
419,Arabica,juan luis alvarado romero,Guatemala,linda vista,2100,santa rosa,275,0 kg,2016,"August 12th, 2016",Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0.11,0,2.0,Green,7,m,2100.0,2100.0,2100.0
420,Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd sipi farmers group,,mt elgon,150,9000 kg,2015,"May 19th, 2016",SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0.12,0,0.0,Green,1,m,,,
422,Arabica,carcafe ltda ci,Colombia,,442 msnm,huila,304,35 kg,2015/2016,"November 27th, 2015",Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,0.0,0,0.0,Green,2,m,442.0,442.0,442.0
423,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los charcos,1261,cuarenteño,11,2 kg,2015,"July 14th, 2015",Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,0.12,0,0.0,Bluish-Green,2,m,1261.0,1261.0,1261.0
424,Arabica,"lin, che-hao krude 林哲豪",Taiwan,sunshine valley estate 向陽高山咖啡,1000 m,nantou,10,15 kg,2015,"June 18th, 2015",Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,0,0.0,Blue-Green,0,m,1000.0,1000.0,1000.0
425,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,以勒咖啡,800公尺,南投國姓,10,60 kg,2014,"November 23rd, 2014",Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,0,0.0,Green,0,m,800.0,800.0,800.0
426,Arabica,compañia colombiana agroindustrial s.a,Colombia,,1483,eje cafetero,250,70 kg,2014,"June 24th, 2014",Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0.0,0,0.0,Green,0,m,1483.0,1483.0,1483.0
427,Arabica,juan luis alvarado romero,Guatemala,finca medina,1500 msnm,antigua,26,69 kg,2014,"March 7th, 2014",Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0.1,0,0.0,Green,1,m,1500.0,1500.0,1500.0
428,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,275,70 kg,2013,"August 2nd, 2013",Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,1,m,1750.0,1750.0,1750.0
429,Arabica,calixto guillen vazquez,Mexico,various,1300,chiapas,200,1 kg,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,0.12,0,0.0,Green,6,m,1300.0,1300.0,1300.0
430,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,11,100 lbs,2012,"March 21st, 2013",Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,83.25,0.11,0,0.0,Bluish-Green,4,ft,,,
431,Arabica,ernesto rodriguez luna,Mexico,finca teocelo,,veracruz,10,1 kg,2012,"August 1st, 2012",Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,0.13,0,0.0,Green,7,m,,,
432,Arabica,modesto landeros flores,Mexico,mata larga,1000,fortín de las flores,54,1 kg,2012,"July 11th, 2012",Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Blue-Green,0,m,1000.0,1000.0,1000.0
433,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,4300,santa rosa,250,1 kg,2012,"July 9th, 2012",Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,0,0.0,Green,9,ft,1310.64,1310.64,1310.64
434,Arabica,nucoffee,Brazil,água limpa,1200m,grama valley,30,60 kg,2012,"February 23rd, 2012",Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Blue-Green,1,m,1200.0,1200.0,1200.0
435,Arabica,exportadora de cafe condor s.a,Colombia,,175,huila,250,70 kg,2012,"February 22nd, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Green,1,m,175.0,175.0,175.0
436,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,la plata,175,70 kg,2012,"February 9th, 2012",Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Green,0,m,1600.0,1950.0,1775.0
437,Arabica,exportadora de cafe condor s.a,Colombia,,1600-1800msnm,huila,250,70 kg,1T/2011,"June 14th, 2011",,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25,0.08,0,0.0,,0,m,1600.0,1800.0,1700.0
438,Arabica,exportadora de cafe condor s.a,Colombia,,1880 msnm,cauca,250,70 kg,4t/2010,"February 22nd, 2011",,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25,0.13,0,0.0,,1,m,1880.0,1880.0,1880.0
439,Arabica,exportadora de cafe condor s.a,Colombia,,1800 m.s.n.m,cundinamarca,250,70 kg,4T/2010,"January 17th, 2011",,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25,0.04,0,0.0,,1,m,1800.0,1800.0,1800.0
440,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,890,Sul de Minas,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,Green,4,m,890.0,890.0,890.0
441,Arabica,juan luis alvarado romero,Guatemala,beneficio el torreon,1901,santa rosa,275,69 kg,2017,"August 24th, 2017",Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,1,m,1901.0,1901.0,1901.0
442,Arabica,taylor winch (t) ltd,Tanzania,mamsera,16.8,moshi,320,60 kg,2016,"June 20th, 2017",Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,Green,3,m,168.0,168.0,168.0
444,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,1550,dala,1,2 kg,2017,"May 8th, 2017",Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,83.17,0.07,0,0.0,None,0,m,1550.0,1550.0,1550.0
445,Arabica,juan luis alvarado romero,Guatemala,finca medina,1500,antigua,250,1500 kg,2016,"May 23rd, 2016",Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,2,2.0,Green,3,m,1500.0,1500.0,1500.0
446,Arabica,cadexsa,Honduras,bethel,1450,La Paz,275,69 kg,2016,"May 2nd, 2016",Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,1.0,Blue-Green,1,m,1450.0,1450.0,1450.0
447,Arabica,yunnan coffee exchange,China,chen lin,1200,yunnan,3,60 kg,2015,"April 6th, 2016",Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,Green,0,m,1200.0,1200.0,1200.0
448,Arabica,yunnan coffee exchange,China,yunnan success trade co.ltd,1600,dehong prefecture,3,60 kg,2015,"April 5th, 2016",Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,3,m,1600.0,1600.0,1600.0
