Unnamed: 0,Species,Owner,Country_of_Origin,Farm.Name,Altitude,Region,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,CoffeeScore,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Aroma_Bucket,Flavor_Bucket,Aftertaste_Bucket,Acidity_Bucket,Body_Bucket,Balance_Bucket,Uniformity_Bucket,Clean.Cup_Bucket,Sweetness_Bucket,Category.One.Defects_Bucket,Category.Two.Defects_Bucket,CoffeeScore_Bucket
90,Arabica,steven kil,Ethiopia,aricha coop,1700,yirgacheffe,100,60 kg,2014,"October 7th, 2014",,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,85.08,0.1,2,0.0,Green,7,m,1700.0,1700.0,1700.0,High,High,Average,High,High,High,Low,Low,Low,High,High,High
91,Arabica,eileen koyanagi,United States (HI),,,kona,12,100 lbs,2014,"March 10th, 2014",Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,2,0.0,Bluish-Green,2,ft,,,,Average,High,High,High,High,High,Low,Low,Low,High,Average,High
92,Arabica,carcafe ltda ci,Colombia,,2136 msnm,cundinamarca,250,70 kg,2012,"March 16th, 2012",Caturra,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,0,0.0,Green,8,m,2136.0,2136.0,2136.0,High,High,High,High,High,High,Low,Low,Low,Low,High,High
96,Arabica,kyagalanyi coffee ltd,Uganda,mount elgon area,1800,eastern,200,60 kg,2016,"July 24th, 2017",SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,0,0.0,Green,1,m,1800.0,1800.0,1800.0,High,High,High,High,Average,High,Low,Low,Low,Low,Low,High
97,Arabica,racafe & cia s.c.a,Colombia,,,huila,135,70 kg,2016,"February 15th, 2017",Caturra,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,Green,3,m,,,,High,High,High,High,High,High,Low,Low,Low,Low,Average,High
98,Arabica,troy quimby,Costa Rica,estate la patricia,1900,tarrazu,36,46 kg,2016,"January 30th, 2017",Catuai,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,1,1.0,Green,1,m,1900.0,1900.0,1900.0,High,High,High,High,High,High,Low,Low,Low,High,Low,High
99,Arabica,"el equimite, cafetal biodinámico",Mexico,various,1300,veracruz,1,30 kg,2015,"September 21st, 2016",Typica,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,0,0.0,Green,3,m,1300.0,1300.0,1300.0,High,High,High,High,Average,High,Low,Low,Low,Low,Average,High
101,Arabica,rashid moledina & co. (msa) ltd.,Kenya,machure estate,1580,Central,38,60 kg,2012,"April 19th, 2013",SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,Green,5,m,1580.0,1580.0,1580.0,High,High,High,High,High,High,Low,Low,Low,Low,High,High
102,Arabica,nucoffee,Brazil,sitío são geraldo,1100m,grama valley,31,60 kg,2012,"February 29th, 2012",Mundo Novo,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,0,0.0,Green,3,m,1100.0,1100.0,1100.0,High,High,High,High,Average,Average,Low,Low,Low,Low,Average,High
103,Arabica,young kim,Mexico,kassandra,1400 masl,mexico,1,1 kg,2010-2011,"April 6th, 2011",Pacamara,,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,,0,m,1400.0,1400.0,1400.0,High,High,High,High,Low,High,Low,Low,Low,Low,Low,High
105,Arabica,carl walker,Guatemala,la igualdad,3500-5200 feet,ocotepeque,275,69 kg,2009/2010,"September 7th, 2010",,,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,85.0,0.04,0,0.0,,1,ft,1066.8,1584.96,1325.88,High,High,High,High,High,Average,Low,Low,Low,Low,Low,High
106,Arabica,racafe & cia s.c.a,Colombia,,,huila,243,70 kg,2016,"November 25th, 2016",Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,1,6.0,,2,m,,,,High,High,High,High,High,High,Low,Low,Low,High,Average,High
107,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,252,70 kg,2015,"October 26th, 2015",Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,Green,1,m,1600.0,1950.0,1775.0,High,High,High,High,High,High,Low,Low,Low,Low,Low,High
108,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,800 m,nantou,20,40 kg,2015,"June 9th, 2015",Typica,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,Green,0,m,800.0,800.0,800.0,Average,High,High,Average,High,High,Low,Low,Low,Low,Low,High
109,Arabica,taylor winch (t) ltd,Tanzania,hasambo amcos,1620m,mbeya,134,60 kg,2014,"December 12th, 2014",Other,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,Green,2,m,1620.0,1620.0,1620.0,High,High,High,High,High,High,Low,Low,Low,Low,Average,High
110,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,50,70 kg,2012,"December 11th, 2012",Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,Green,3,m,1600.0,1950.0,1775.0,High,High,High,High,High,High,Low,Low,Low,Low,Average,High
111,Arabica,artemio zapata tejeda,Mexico,el suspiro,1200,Veracruz,25,1 kg,2012,"July 11th, 2012",Typica,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,0.11,0,0.0,,0,m,1200.0,1200.0,1200.0,High,High,High,High,Average,High,Low,Low,Low,Low,Low,High
112,Arabica,nucoffee,Brazil,fazenda grota funda,1200m,Sul de Minas,4,60 kg,2011,"December 23rd, 2011",Bourbon,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,0,0.0,Green,2,m,1200.0,1200.0,1200.0,High,High,High,High,High,High,Low,Low,Low,Low,Average,High
113,Arabica,nucoffee,Brazil,sitio claro,1000 m,Sul de Minas,10,60 kg,2011,"December 3rd, 2011",Catuai,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,0,0.0,Green,2,m,1000.0,1000.0,1000.0,High,High,High,High,Average,High,Low,Low,Low,Low,Average,High
115,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,350,"dongshan dist., tainan city 臺南市東山區",10,20 kg,2016,"May 18th, 2016",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,0,0.0,Green,0,m,350.0,350.0,350.0,High,Average,High,High,High,High,Low,Low,Low,Low,Low,High
116,Arabica,kawacom uganda ltd,Uganda,mt.elgon bugisu shamba 2,1400-1900,eastern,1,60 kg,2013,"June 30th, 2014",SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,0,0.0,Green,1,m,1400.0,1900.0,1650.0,High,High,High,Average,High,High,Low,Low,Low,Low,Low,High
117,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,14,100 lbs,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0.0,3,0.0,,15,ft,,,,Average,High,High,High,High,High,Low,Low,Low,High,High,High
118,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,1500-2000 m,Sidama,300,6,2009/2010,"June 17th, 2010",,,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,84.83,0.1,0,0.0,,2,m,1500.0,2000.0,1750.0,High,High,High,High,High,Average,Low,Low,Low,Low,Average,High
119,Arabica,philip schluter,Ethiopia,contact | sidacoop@ethionet.net,1500-2000 m,Sidama,300,6,2009/2010,"June 17th, 2010",,,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,0,0.0,,4,m,1500.0,2000.0,1750.0,Low,High,High,High,High,High,Low,Low,Low,Low,Average,High
120,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,,chiang rai,50,50 kg,2015,"June 27th, 2016",Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,0,0.0,Green,0,m,,,,High,High,High,High,High,High,Low,Low,Low,Low,Low,High
121,Arabica,lydiah mwangi,Kenya,karatina,1800,nyeri,150,60 kg,2014,"June 2nd, 2015",SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,0,0.0,Green,0,m,1800.0,1800.0,1800.0,High,High,High,High,High,High,Low,Low,Low,Low,Low,High
122,Arabica,cadexsa,Honduras,cerro bueno,1450 msnm,La Paz,275,1 kg,2014,"April 25th, 2014",Catuai,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,0,0.0,Green,4,m,1450.0,1450.0,1450.0,High,High,High,Average,Average,Average,Low,Low,Low,Low,Average,High
123,Arabica,the coffee source inc.,El Salvador,several,1200 mts,santa ana,250,69 kg,2010-2011,"August 23rd, 2011",,,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,0,0.0,,3,m,1200.0,1200.0,1200.0,High,High,High,High,Average,High,Low,Low,Low,Low,Average,High
124,Arabica,grounds for health admin,Nicaragua,santa martha,800-1050m,jinotega,2,6,2009 - 2010,"May 31st, 2010",,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,0,0.0,,2,m,800.0,1050.0,925.0,High,Average,High,High,High,Average,Low,Low,Low,Low,Average,High
125,Arabica,consejo salvadoreño del café,El Salvador,monterrey,1350,apaneca,150,69 kg,2016,"June 26th, 2017",Bourbon,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,0.0,0,0.0,Blue-Green,2,m,1350.0,1350.0,1350.0,High,High,Average,High,High,Average,Low,Low,Low,Low,Average,High
126,Arabica,sanjava coffee,Indonesia,sran temanggung plantation,1200,Central Java,2,1 kg,2016,"November 24th, 2016",Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,Green,7,m,1200.0,1200.0,1200.0,High,High,High,High,High,High,Low,Low,Low,Low,High,High
127,Arabica,松澤宏樹 koju matsuzawa,Japan,ada farm,170,ada okinawa japan,20,1 kg,,"November 2nd, 2016",Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,0,0.0,Green,0,m,170.0,170.0,170.0,High,High,High,Low,High,High,Low,Low,Low,Low,Low,High
128,Arabica,rodrigo soto,Costa Rica,rio jorco,1150,tarrazu,15,69 kg,2015,"October 4th, 2016",Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,Blue-Green,2,m,1150.0,1150.0,1150.0,High,High,High,High,Average,High,Low,Low,Low,Low,Average,High
129,Arabica,juan luis alvarado romero,Guatemala,san diego buena vista,1600,acatenango,120,34 kg,2015,"June 1st, 2016",Bourbon,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,84.67,0.1,0,0.0,Green,1,m,1600.0,1600.0,1600.0,High,High,High,High,High,High,Low,Low,Low,Low,Low,High
130,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,1750,tarrazu,50,1 lbs,2014,"July 6th, 2015",Caturra,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,Green,0,m,1750.0,1750.0,1750.0,High,High,High,Low,High,High,Low,Low,Low,Low,Low,High
131,Arabica,essencecoffee,Ethiopia,moplaco,1900m,yirgacheffe,250,30 kg,2014,"May 23rd, 2015",Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,,3,m,1900.0,1900.0,1900.0,High,High,High,High,Average,Average,Low,Low,Low,Low,Average,High
132,Arabica,essencecoffee,Costa Rica,finca salaca las brisas,1750m,costa rica,20,69 kg,2014,"May 23rd, 2015",Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,0,0.0,Green,1,m,1750.0,1750.0,1750.0,Average,Average,High,High,Average,High,Low,Low,Low,Low,Low,High
133,Arabica,eric thormaehlen,Costa Rica,various,1200,west valley,275,1 kg,2014,"March 5th, 2014",Catuai,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,0,0.0,Green,4,m,1200.0,1200.0,1200.0,High,Average,High,High,High,High,Low,Low,Low,Low,Average,High
134,Arabica,rob tuttle,Costa Rica,,,,1,2 kg,2012,"January 3rd, 2014",,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,84.67,0.0,1,0.0,Green,10,m,,,,High,High,High,High,High,High,Low,Low,Low,High,High,High
135,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon 龍咖啡,1000 m,taichung xinshe 台中市新社區,10,30 kg,2013/2014,"December 26th, 2013",Typica,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,0,0.0,Green,0,m,1000.0,1000.0,1000.0,High,High,High,High,High,High,Low,Low,Low,Low,Low,High
136,Arabica,compañia colombiana agroindustrial s.a,Colombia,,1550,santander,250,70 kg,2013,"December 20th, 2013",Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0.0,0,0.0,Green,0,m,1550.0,1550.0,1550.0,High,High,High,High,High,High,Low,Low,Low,Low,Low,High
137,Arabica,dream together,Kenya,,2000,nyeri,235,60 kg,2012,"September 16th, 2012",SL28,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0.0,Bluish-Green,0,m,2000.0,2000.0,2000.0,High,High,High,High,Average,High,Low,Low,Low,Low,Low,High
138,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,4300,santa rosa,250,1 kg,2012,"July 17th, 2012",Bourbon,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,0.11,0,0.0,Green,4,ft,1310.64,1310.64,1310.64,High,High,High,High,Average,High,Low,Low,Low,Low,Average,High
139,Arabica,juan luis alvarado romero,Guatemala,valparaiso,5000,acatenango,125,1 kg,2012,"July 3rd, 2012",Bourbon,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,8.0,84.67,0.12,0,0.0,Green,4,ft,1524.0,1524.0,1524.0,Average,High,High,High,Average,High,Low,Low,Low,Low,Average,High
140,Arabica,organizaciones de productores de cafe colimense,Mexico,"el nogal, la higuera, los laureles",1200,colima,80,1 kg,2012,"July 2nd, 2012",Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.13,0,0.0,,3,m,1200.0,1200.0,1200.0,High,Average,High,High,High,High,Low,Low,Low,Low,Average,High
141,Arabica,afca,Uganda,,1700-1850m,mbale,320,60 kg,2012,"February 13th, 2012",Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0.0,Blue-Green,3,m,1700.0,1850.0,1775.0,High,High,High,High,Average,High,Low,Low,Low,Low,Average,High
143,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,1500-2000 m,Sidama,300,6,2009/2010,"June 17th, 2010",,,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,7.83,84.67,0.2,0,0.0,,3,m,1500.0,2000.0,1750.0,Low,High,High,High,High,High,Low,Low,Low,Low,Average,High
144,Arabica,jungle estate,Kenya,jungle estate,1754,nyeri,66,60 kg,,"January 11th, 2018",SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,0.11,0,0.0,Blue-Green,5,m,1754.0,1754.0,1754.0,High,High,High,High,Average,High,Low,Low,Low,Low,High,High
145,Arabica,racafe & cia s.c.a,Colombia,,1500,santander,250,70 kg,2016,"January 10th, 2017",Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,84.58,0.0,0,0.0,Blue-Green,4,m,1500.0,1500.0,1500.0,High,Average,High,High,Average,High,Low,Low,Low,Low,Average,High
146,Arabica,racafe & cia s.c.a,Colombia,,,huila,125,70 kg,2016,"December 28th, 2016",Caturra,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.0,0,1.0,Green,5,m,,,,High,High,High,High,High,Average,Low,Low,Low,Low,High,High
147,Arabica,daniel magu,Kenya,blend,1800,nyeri,100,60 kg,2013,"July 21st, 2014",Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.1,0,0.0,Bluish-Green,2,m,1800.0,1800.0,1800.0,High,High,High,High,Average,High,Low,Low,Low,Low,Average,High
148,Arabica,juan luis alvarado romero,Guatemala,el morito,5000 ft.,jalapa,250,69 kg,2014,"May 29th, 2014",Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,0.11,0,0.0,Green,1,ft,1524.0,1524.0,1524.0,High,High,High,High,High,High,Low,Low,Low,Low,Low,High
149,Arabica,juan luis alvarado romero,Guatemala,el papaturro,4000 psn,santa rosa,250,69 kg,2014,"March 24th, 2014",Bourbon,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,0.09,0,0.0,Green,0,ft,1219.2,1219.2,1219.2,High,High,High,Average,Average,Average,Low,Low,Low,Low,Low,High
150,Arabica,compañia colombiana agroindustrial s.a,Colombia,,1550,santander,250,70 kg,2013,"December 20th, 2013",Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,0.0,0,0.0,,0,m,1550.0,1550.0,1550.0,Average,Average,High,High,Average,High,Low,Low,Low,Low,Low,High
151,Arabica,racafe & cia s.c.a,Colombia,,1600 a 1900 msnm,huila,75,70 kg,2013,"December 6th, 2013",Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,84.58,0.0,0,0.0,,5,m,1600.0,1900.0,1750.0,High,High,High,High,Average,High,Low,Low,Low,Low,High,High
152,Arabica,taylor winch (coffee) ltd.,Kenya,,,,11,660 kg,2013,"August 30th, 2013",SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,84.58,0.0,0,0.0,Green,0,m,,,,High,High,High,High,High,High,Low,Low,Low,Low,Low,High
153,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,250,70 kg,2012,"July 17th, 2013",Caturra,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,0.0,0,0.0,Green,2,m,1750.0,1750.0,1750.0,Average,High,High,High,Average,High,Low,Low,Low,Low,Average,High
154,Arabica,lusso lab,Costa Rica,la chaparral,1450 ~ 1700 m,tres rios,1,1 kg,2012,"March 12th, 2013",Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,Bluish-Green,2,m,1450.0,1700.0,1575.0,High,High,High,High,High,Average,Low,Low,Low,Low,Average,High
155,Arabica,exportadora de cafe condor s.a,Colombia,various,1800 msnm,huila,250,70 kg,2012,"October 9th, 2012",Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,0,0.0,Green,6,m,1800.0,1800.0,1800.0,Low,Average,High,High,High,High,Low,Low,Low,Low,High,High
156,Arabica,nucoffee,Brazil,fazenda recreio,1300m,grama valley,37,60 kg,2011,"December 23rd, 2011",Bourbon,Semi-washed / Semi-pulped,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,Green,2,m,1300.0,1300.0,1300.0,High,High,High,High,Average,High,Low,Low,Low,Low,Average,High
157,Arabica,nucoffee,Brazil,fazenda vista alegre,1100m,Minas Gerais,35,60 kg,2011,"December 3rd, 2011",Catuai,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,0.11,0,0.0,Blue-Green,1,m,1100.0,1100.0,1100.0,High,High,Average,High,Average,High,Low,Low,Low,Low,Low,High
158,Arabica,max gurdian,Costa Rica,,1200,central valley,275,18975 kg,2017 / 2018,"November 28th, 2017",Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,0.1,0,0.0,Bluish-Green,2,m,1200.0,1200.0,1200.0,High,Average,High,High,Average,Average,Low,Low,Low,Low,Average,High
159,Arabica,ecom japan limited,Uganda,kawacom sipi project,1750,eastern,200,12000 kg,2016,"March 14th, 2017",SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,Green,1,m,1750.0,1750.0,1750.0,High,High,High,High,High,High,Low,Low,Low,Low,Low,High
160,Arabica,yunnan coffee exchange,China,menglian ban’an coffee processing factory,1680,yunnan,3,60 kg,2015,"April 6th, 2016",Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,0.1,0,0.0,Green,1,m,1680.0,1680.0,1680.0,High,High,High,High,High,Average,Low,Low,Low,Low,Low,High
161,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,1700,tarrazu,250,1 lbs,2014,"July 6th, 2015",Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,0,0.0,Green,0,m,1700.0,1700.0,1700.0,High,High,High,High,Average,Average,Low,Low,Low,Low,Low,High
162,Arabica,federacion nacional de cafeteros,Colombia,,1800,cauca,275,2 kg,2015/2016,"June 5th, 2015",Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,0.12,1,0.0,Green,0,m,1800.0,1800.0,1800.0,High,Average,High,High,Average,Average,Low,Low,Low,High,Low,High
163,Arabica,eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",above 1100m,yunnan,1,2 kg,2013,"June 16th, 2014",Other,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,84.5,0.0,0,0.0,Green,2,m,1100.0,1100.0,1100.0,Average,High,High,High,High,Average,Low,Low,Low,Low,Average,High
164,Arabica,juan luis alvarado romero,Guatemala,el sacramento,4300,santa rosa,250,69 kg,2013,"February 26th, 2013",Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,0.11,0,0.0,Green,2,ft,1310.64,1310.64,1310.64,High,High,High,High,Average,High,Low,Low,Low,Low,Average,High
165,Arabica,dream together,Kenya,rumukia farmers,2000 m,nyeri,235,60 kg,2012,"September 16th, 2012",SL28,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,0.11,0,0.0,Blue-Green,0,m,2000.0,2000.0,2000.0,High,High,High,High,Average,High,Low,Low,Low,Low,Low,High
166,Arabica,maria imelda uscanga martinez,Mexico,la barranca,1350,Veracruz,56,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,0.12,0,0.0,Green,0,m,1350.0,1350.0,1350.0,High,High,Average,High,Average,Average,Low,Low,Low,Low,Low,High
167,Arabica,alfredo bojalil,Mexico,finca el retiro,1500,chiapas,250,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.5,0.11,0,0.0,,4,m,1500.0,1500.0,1500.0,High,High,High,High,High,High,Low,Low,Low,Low,Average,High
168,Arabica,juan luis alvarado romero,Guatemala,nueva granada,,ocotepeque,250,69 kg,2012,"February 16th, 2012",Bourbon,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,Green,2,m,,,,Average,High,High,High,Average,High,Low,Low,Low,Low,Average,High
171,Arabica,max gurdian,Costa Rica,several farmers,1300,tarrazu,275,69 kg,2016,"March 23rd, 2017",Caturra,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,0,0.0,Blue-Green,3,m,1300.0,1300.0,1300.0,Average,High,High,High,Average,Average,Low,Low,Low,Low,Average,High
172,Arabica,aulia arif syahri,Indonesia,darmawi,1400,Sumatra,200,30 kg,2017,"March 14th, 2017",Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,0.0,0,0.0,Blue-Green,3,m,1400.0,1400.0,1400.0,Average,Average,High,Average,High,High,Low,Low,Low,Low,Average,High
173,Arabica,carcafe ltda ci,Colombia,,,pitalito,304,35 kg,2015/2016,"January 25th, 2016",Caturra,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,84.42,0.0,0,0.0,Green,1,m,,,,High,High,High,Average,High,Average,Low,Low,Low,Low,Low,High
174,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,275,70 kg,2014,"July 9th, 2014",Caturra,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,0.0,0,0.0,Green,3,m,1600.0,1950.0,1775.0,High,High,High,High,Average,High,Low,Low,Low,Low,Average,High
175,Arabica,kao ming lee,Taiwan,tropica galliard,1200m,"mountain ali, taiwan",2,2 kg,2012,"July 10th, 2013",Typica,Washed / Wet,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,0.11,0,0.0,Blue-Green,0,m,1200.0,1200.0,1200.0,High,High,High,High,Average,High,Low,Low,Low,Low,Low,High
